Title,Genre,Theme,Mode,Perspective,Source, File Location,Status,Difficulty (out of 5),Game Length (in hours),File Size (in GB),Top 100,Single-Player,Open World,Action RPG,Action-Adventure,Other,Best Lists,IGN,IGDB,OpenCritic,MetaCritic,GameRankings,Avg. Score,Personal Rating,Owned?,MapGenie?,Save Wizard?,Comments,,,
Curse of the Sea Rats,"Role-playing (RPG), Adventure, Indie","Action, Fantasy","Single Player, Multiplayer, Co-operative",Side View,Digital Download,Drive 4,Unplayed,4.00,14.37,7.49,,,,,,,0,7.00,6.60,6.60,6.10,N/A,6.58,,Y,N,N,,,,
Cursed Castilla,"Platform, Adventure, Indie, Arcade","Action, Fantasy, Horror, Historical",Single Player,Side View,N/A,N/A,N/A,4.06,11.65,N/A,,,,,,,0,7.60,7.90,7.50,8.10,8.17,7.85,,N,N,N,,,,
Cyber Shadow,"Platform, Hack and Slash/Beat 'em up, Adventure, Indie, Arcade","Action, Science Fiction",Single Player,,N/A,N/A,N/A,4.33,37.10,1.00,,,,,,,0,8.00,7.70,8.20,8.20,N/A,8.03,,N,N,Y,,,,
Dakar 18 ,"Racing, Simulator, Sport, Strategy, Adventure",,"Single Player, Multiplayer","First Person, Third Person",Digital Download,Drive 1,Unplayed,3.21,124.50,46.63,,,,,,,0,5.50,6.40,5.00,5.30,4.80,5.40,,Y,N,N,,,,
Dakar Desert Rally,"Racing, Simulator, Sport, Arcade",,"Single Player, Multiplayer","First Person, Third Person",N/A,N/A,N/A,4.00,36.67,N/A,,,,,,,0,5.00,4.70,6.60,6.90,N/A,5.80,0,N,N,Y,,,,
Dandara: Trials of Fear Edition,"Platform, Adventure, Indie",Action,Single Player,Side View,N/A,N/A,N/A,3.73,19.05,N/A,,,,,,,0,8.00,7.60,8.60,7.30,7.00,7.70,,N,N,N,,,,
Dandara: Trials of Fear Edition,"Platform, Adventure, Indie",Action,Single Player,Side View,N/A,N/A,N/A,3.73,19.05,N/A,,,,,,,0,8.00,7.60,8.60,7.30,7.28,7.76,,N,N,N,,,,
Danganronpa 1-2 Reload,"Point-and-click, Adventure, Visual Novel","Thriller, Drama, Mystery",Single Player,"First Person, Third Person",N/A,N/A,N/A,2.91,128.63,N/A,,,,,,,0,8.60,8.50,8.40,8.30,8.57,8.47,,N,N,Y,,,,
Danganronpa V3: Killing Harmony,"Point-and-click, Adventure, Visual Novel","Thriller, Survival, Drama, Mystery",Single Player,"First Person, Third Person",N/A,N/A,N/A,2.85,186.70,0.02,,,,,,,0,8.00,8.80,8.30,8.10,8.21,8.28,0,N,N,Y,,,,
Dark Cloud,"Role-playing (RPG), Simulator, Adventure","Action, Fantasy",Single Player,Third Person,Playstation Plus,Drive 3,Unplayed,3.15,45.00,1.06,,,,,,,0,8.40,8.10,7.30,8.00,7.88,7.94,,Y,N,N,,,,
Dark Cloud 2,Role-playing (RPG),"Action, Fantasy",Single Player,Third Person,Playstation Plus,Drive 3,Unplayed,3.15,142.00,3.20,,,,,,,0,9.00,9.00,6.00,8.70,8.85,8.31,,Y,N,N,,,,
Dark Rose Valkyrie,"Role-playing (RPG), Strategy","Action, Fantasy",Single Player,Third Person,Playstation Plus,Drive 1,Unplayed,3.08,110.28,8.48,,,,,,,0,5.90,5.90,5.80,5.80,5.92,5.86,,Y,N,Y,,,,
Dark Souls 3,"Role-playing (RPG), Adventure","Action, Fantasy","Single Player, Multiplayer, Co-operative",Third Person,N/A,N/A,N/A,4.17,100.00,18.24,1,1,,1,,,3,9.50,8.60,9.00,8.90,8.87,8.97,0,N,N,Y,,,,
Dark Souls II: Scholar of the First Sin,"Role-playing (RPG), Adventure","Action, Fantasy","Single Player, Multiplayer, Co-operative",Third Person,N/A,N/A,N/A,4.01,223.20,7.26,,,,,,,0,9.00,8.70,8.70,8.70,8.72,8.76,,N,N,Y,,,,
Dark Souls Remastered,"Role-playing (RPG), Adventure","Action, Fantasy, Horror","Single Player, Multiplayer, Co-operative",Third Person,N/A,N/A,N/A,3.99,69.00,7.27,,1,,,1,,2,9.50,8.70,8.40,8.40,8.47,8.69,0,N,N,Y,,,,
Darkest Dungeon: Ancestral Edition,"Role-playing (RPG), Strategy, Turn-based Strategy (TBS), Tactical, Adventure, Indie","Fantasy, Horror, Historical, Mystery",Single Player,Side View,Digital Download,Drive 2,Unplayed,4.53,129.00,3.04,,,,,,,0,9.10,8.30,8.40,8.40,7.91,8.42,,Y,N,Y,,,,
Darksiders Genesis,"Role-playing (RPG), Hack and Slash/Beat 'em up, Adventure","Action, Fantasy","Single Player, Multiplayer, Co-operative","Third Person, Bird view/Isometric",Digital Download,Drive 1,Unplayed,3.13,31.00,10.23,,,,,,,0,8.70,7.50,7.90,7.70,N/A,7.95,0,Y,N,Y,,,,
Darksiders III,"Role-playing (RPG), Hack and Slash/Beat 'em up, Adventure","Action, Fantasy, Open World",Single Player,Third Person,Digital Download,Drive 1,Unplayed,3.51,32.00,43.68,,,,,,,0,7.00,6.50,6.80,6.40,6.15,6.57,,Y,N,Y,,,,
Darksiders Warmastered Edition,"Role-playing (RPG), Hack and Slash/Beat 'em up, Adventure","Action, Fantasy, Open World",Single Player,Third Person,Digital Download,Drive 1,Unplayed,2.06,28.00,39.02,,,,,,,0,8.90,8.10,7.70,7.70,8.07,8.09,,Y,N,Y,,,,
Darkwood,"Role-playing (RPG), Adventure, Indie","Action, Horror, Survival",Single Player,Bird view/Isometric,Digital Download,Drive 4,Unplayed,4.08,58.95,6.70,,,,,,,0,7.60,8.00,7.70,8.00,7.75,7.81,0,Y,N,N,,,,
DARQ Ultimate Edition,"Platform, Puzzle, Strategy, Adventure, Indie, Arcade","Action, Horror",Single Player,"Third Person, Side View",N/A,N/A,N/A,4.00,9.27,N/A,,,,,,,0,7.50,7.00,7.30,7.80,6.75,7.27,0,N,N,N,,,,
Dawn of Man,"Simulator, Strategy, Indie",Historical,Single Player,Bird view/Isometric,N/A,N/A,N/A,2.75,83.00,0.84,,,,,,,0,8.00,7.00,7.00,7.40,N/A,7.35,,N,N,N,,,,
Day of the Tentacle Remastered,"Point-and-click, Puzzle, Adventure","Fantasy, Science Fiction, Historical, Comedy, Kids",Single Player,Side View,N/A,N/A,N/A,3.03,16.93,N/A,,,,,,,0,8.80,8.50,8.50,8.60,8.48,8.58,,N,N,N,,,,
Daymare: 1994 Sandcastle,"Shooter, Adventure","Action, Horror, Survival",Single Player,Third Person,N/A,N/A,N/A,3.75,11.40,N/A,,,,,,,0,7.00,5.90,6.40,6.50,N/A,6.45,,N,N,N,,,,
Daymare: 1998,"Adventure, Indie","Action, Horror, Survival",Single Player,Third Person,Digital Download,Drive 4,Unplayed,3.27,18.68,39.77,,,,,,,0,6.30,5.50,5.60,5.30,5.53,5.65,,Y,N,Y,,,,
Days Gone,"Shooter, Adventure","Action, Horror, Survival, Sandbox, Open World",Single Player,Third Person,Digital Download,Drive 1,Completed,3.06,65.00,38.62,1,1,,,,,2,6.50,7.50,7.20,7.10,7.07,7.07,4,Y,Y,Y,,,,
Dead Cells,"Platform, Adventure, Indie","Action, Fantasy",Single Player,Side View,Playstation Plus,Drive 1,Unplayed,4.22,90.50,2.61,1,,,,,,1,9.50,9.00,8.90,8.90,8.75,9.01,0,Y,N,Y,,,,
Dead Island - Definitive Edition,"Shooter, Hack and Slash/Beat 'em up","Action, Horror, Survival, Open World","Single Player, Multiplayer, Co-operative",First Person,Physical Media,Drive 1,In-Progress,3.10,51.00,7.18,,,,,,,0,6.70,7.00,6.60,6.30,6.19,6.56,3,Y,N,Y,,,,
Dead Nation Apocalypse,"Shooter, Hack and Slash/Beat 'em up","Action, Science Fiction, Horror, Survival","Single Player, Co-operative",Bird view/Isometric,N/A,N/A,N/A,3.54,28.83,2.30,,,,,,,0,7.50,7.50,7.10,7.70,7.28,7.42,0,N,N,Y,,,,
Dead of Darkness,"Adventure, Indie","Action, Horror, Thriller, Survival, Drama, Mystery",Single Player,Bird view/Isometric,N/A,N/A,N/A,N/A,20.00,N/A,,,,,,,0,N/A,N/A,7.20,7.60,N/A,7.40,,N,N,N,,,,
Dead Reset,Adventure,"Action, Science Fiction, Horror",Single Player,First Person,N/A,N/A,N/A,3.00,7.77,N/A,,,,,,,0,N/A,7.00,6.80,6.80,N/A,6.87,0,N,N,N,,,,
Dead Rising,"Hack and Slash/Beat 'em up, Adventure","Action, Horror, Survival, Comedy, Sandbox, Open World",Single Player,Third Person,Digital Download,Drive 4,Unplayed,3.78,120.70,8.52,,,,,,,0,8.30,8.20,7.80,8.50,8.65,8.29,0,Y,N,Y,,,,
Dead Rising 2,"Hack and Slash/Beat 'em up, Adventure","Action, Horror, Survival, Comedy, Sandbox, Open World","Single Player, Multiplayer, Co-operative",Third Person,Digital Download,Drive 4,Unplayed,3.13,66.78,8.16,,,,,,,0,8.00,8.10,8.10,7.90,7.63,7.95,0,Y,N,Y,,,,
Dead Rising 2: Off the Record,"Hack and Slash/Beat 'em up, Adventure","Action, Horror, Comedy, Sandbox, Open World","Single Player, Multiplayer, Co-operative",Third Person,Digital Download,Drive 4,Unplayed,3.28,52.30,6.26,,,,,,,0,7.00,7.20,7.80,7.20,6.98,7.24,,Y,N,Y,,,,
Dead Rising 4: Frank's Big Package,"Shooter, Hack and Slash/Beat 'em up, Adventure","Action, Horror, Survival, Comedy, Sandbox, Open World","Single Player, Multiplayer, Co-operative",Third Person,Digital Download,Drive 4,Unplayed,2.74,31.00,48.67,,,,,,,0,8.10,7.70,7.20,7.20,7.32,7.50,,Y,N,Y,,,,
Dead Synchronicity: Tomorrow Comes Today,"Puzzle, Point-and-click, Adventure, Indie","Action, Science Fiction, Drama, Mystery",Single Player,Third Person,N/A,N/A,N/A,3.15,13.10,N/A,,,,,,,0,6.20,7.30,7.00,7.00,6.40,6.78,,N,N,N,Delisted from PlayStation store.,,,
DEADCRAFT,Simulator,"Action, Survival",Single Player,Bird view/Isometric,Playstation Plus,Drive 2,Unplayed,3.78,36.00,9.14,,,,,,,0,6.00,8.60,7.20,7.70,N/A,7.38,,Y,N,Y,,,,
Deadlight: Director's Cut,"Platform, Adventure","Action, Horror",Single Player,,Digital Download,Drive 2,Unplayed,3.07,23.28,7.66,,,,,,,0,7.00,6.90,6.70,7.00,6.67,6.85,,Y,N,N,,,,
Dear Esther: Landmark Edition,"Adventure, Indie","Fantasy, Drama",Single Player,First Person,Digital Download,Drive 4,Unplayed,1.33,6.38,3.01,,,,,,,0,8.00,6.40,6.70,6.80,6.79,6.94,0,Y,N,N,,,,
Death and Taxes,"Point-and-click, Puzzle, Role-playing (RPG), Simulator, Strategy, Adventure, Indie, Visual Novel",,Single Player,,Digital Download,Drive 1,Unplayed,3.00,18.00,3.10,,,,,,,0,6.80,7.50,7.50,6.60,N/A,7.10,,Y,N,N,,,,
Death end re;Quest 2,"Role-playing (RPG), Adventure","Action, Fantasy",Single Player,,Digital Download,Drive 1,Unplayed,3.16,41.38,10.48,,,,,,,0,6.80,7.70,7.10,7.40,N/A,7.25,,Y,N,Y,,,,
Death end re:Quest,"Role-playing (RPG), Adventure","Action, Science Fiction, Mystery",Single Player,Third Person,Playstation Plus,Drive 1,Unplayed,2.98,81.90,9.32,,,,,,,0,6.60,7.50,7.00,7.10,7.12,7.06,,Y,N,Y,,,,
Death or Treat,"Platform, Hack and Slash/Beat 'em up, Adventure, Indie","Action, Fantasy",Single Player,Side View,Digital Download,Drive 4,Unplayed,N/A,29.40,1.58,,,,,,,0,5.90,7.40,6.00,5.70,N/A,6.25,0,Y,N,Y,,,,
Death Road to Canada,"Role-playing (RPG), Adventure, Indie","Action, Survival","Single Player, Multiplayer, Co-operative",Bird view/Isometric,Digital Download,Drive 3,Unplayed,3.71,483.00,0.24,,,,,,,0,8.20,7.70,7.80,7.90,8.50,8.02,,Y,N,N,,,,
Death's Door,"Role-playing (RPG), Hack and Slash/Beat 'em up, Adventure, Indie","Action, Fantasy",Single Player,"Third Person, Bird view/Isometric",Digital Download,Drive 4,Unplayed,3.43,16.00,3.78,,,,,,,0,9.00,8.70,8.80,8.50,N/A,8.75,,Y,N,Y,,,,
Death's Gambit: Afterlife,"Platform, Role-playing (RPG), Adventure","Action, Fantasy",Single Player,Side View,N/A,N/A,N/A,3.85,49.68,1.00,,,,,,,0,6.70,8.50,7.90,7.80,7.09,7.60,,N,N,Y,,,,
Deliver Us Mars,"Platform, Adventure, Indie","Action, Science Fiction",Single Player,Third Person,N/A,N/A,Removed,3.00,11.00,24.72,,,,,,,0,6.00,7.10,6.80,6.90,N/A,6.70,0,N,N,N,Removed from PS+ after download.,,,
Delivery from the Pain,"Shooter, Role-playing (RPG), Simulator, Strategy, Adventure, Indie","Action, Horror, Survival",Single Player,Bird view/Isometric,N/A,N/A,N/A,3.00,16.30,N/A,,,,,,,0,8.10,7.90,7.50,7.90,N/A,7.85,,N,N,N,,,,
Demon Gaze Extra,Role-playing (RPG),Fantasy,Single Player,First Person,N/A,N/A,N/A,3.57,67.20,N/A,,,,,,,0,9.00,6.80,7.40,7.33,7.07,7.52,,N,N,Y,,,,
Demon Slayer: Kimetsu no Yaiba - The Hinokami Chronicles,"Fighting, Adventure",Action,"Single Player, Multiplayer",Third Person,N/A,N/A,N/A,3.07,37.72,N/A,,,,,,,0,7.00,7.30,7.00,6.90,N/A,7.05,,N,N,Y,,,,
Demon Slayer: Kimetsu No Yaiba - The Hinomaki Chronicles 2,"Fighting, Adventure",Action,"Single Player, Multiplayer",Third Person,N/A,N/A,N/A,3.00,22.00,N/A,,,,,,,0,7.00,8.20,7.60,7.60,N/A,7.60,,N,N,N,,,,
Descenders,"Racing, Simulator, Sport, Arcade",Action,"Single Player, Multiplayer, Co-operative",Third Person,N/A,N/A,N/A,3.67,128.95,2.00,,,,,,,0,7.00,7.70,7.40,7.50,7.67,7.45,,N,N,Y,,,,
Desperados III,"Real Time Strategy (RTS), Simulator, Strategy, Tactical",Action,Single Player,Bird view/Isometric,Playstation Plus,Drive 3,Unplayed,4.00,63.00,43.81,,,,,,,0,8.00,8.60,8.50,8.60,N/A,8.43,,Y,N,N,,,,
Destiny Collection,"Shooter, Role-playing (RPG)","Action, Science Fiction, Warfare","Single Player, Multiplayer, Co-operative, Massively Multiplayer Online (MMO)","First Person, Third Person",Digital Download,Drive 3,Unplayed,2.98,551.00,51.73,1,,,,,,1,7.80,7.80,7.40,7.60,7.68,7.66,0,Y,N,N,"Contains the following:
• Destiny
• Expansion I: The Dark Below
• Expansion II: House of Wolves
• The Taken King (DLC)
• Rise of Iron (DLC)",,,
Destiny Connect: Tick-Tock Travelers,Role-playing (RPG),,Single Player,,Digital Download,Drive 4,Unplayed,2.50,26.52,6.36,,,,,,,0,8.00,6.40,6.20,5.70,5.93,6.45,,Y,N,Y,,,,
Destroy All Humans!,"Shooter, Adventure","Action, Science Fiction, Comedy, Open World",Single Player,Third Person,N/A,N/A,Removed,3.15,14.50,26.45,,,,,,,0,7.00,6.70,7.10,7.00,6.64,6.89,0,N,N,Y,Removed from PS+ after download.,,,
Destroy All Humans! 2 - Reprobed,"Shooter, Adventure","Action, Science Fiction, Comedy, Open World","Single Player, Multiplayer, Co-operative",Third Person,N/A,N/A,Removed,3.40,24.00,35.09,,,,,,,0,6.00,7.20,6.80,6.70,N/A,6.68,0,N,N,N,Removed from PS+ after download.,,,
Detention,"Point-and-click, Puzzle, Role-playing (RPG), Adventure, Indie","Horror, Thriller, Survival",Single Player,Side View,Digital Download,Drive 4,Unplayed,2.07,7.42,4.63,,,,,,,0,7.60,7.60,8.10,8.30,8.04,7.93,,Y,N,N,,,,
Detroit: Become Human,"Puzzle, Adventure","Action, Science Fiction, Thriller, Drama, Mystery",Single Player,Third Person,Digital Download,Drive 1,Completed,2.39,32.00,43.22,1,1,,,,,2,8.00,7.80,7.90,7.80,7.72,7.84,4,Y,N,Y,,,,
Deus Ex (aka Deus Ex: The Conspiracy),"Shooter, Role-playing (RPG), Adventure","Action, Science Fiction, Thriller, Stealth, Mystery","Single Player, Multiplayer",First Person,Digital Download,Drive 1,Unplayed,3.27,39.00,6.17,,,,,,,0,9.40,9.10,N/A,9.00,9.10,9.15,,Y,N,N,PS4 port titled Deus Ex: The Conspiracy,,,
Deus Ex: Mankind Divided,"Shooter, Puzzle, Role-playing (RPG), Adventure","Action, Science Fiction, Stealth",Single Player,"First Person, Third Person",Playstation Plus,Drive 1,Unplayed,3.07,52.50,44.11,1,,,,,,1,9.20,8.30,8.20,8.40,8.35,8.49,0,Y,N,Y,,,,
Devil May Cry 4 Special Edition,"Hack and Slash/Beat 'em up, Adventure","Action, Fantasy, Horror",Single Player,Third Person,Digital Download,Drive 2,Unplayed,3.37,109.88,20.43,,,,,,,0,7.50,8.00,7.60,7.60,7.70,7.68,0,Y,N,Y,,,,
Devil May Cry 5,"Hack and Slash/Beat 'em up, Adventure",Action,"Single Player, Multiplayer, Co-operative",Third Person,Digital Download,Drive 2,Unplayed,3.16,72.50,37.27,1,1,,,1,,3,9.50,9.00,8.80,8.70,8.66,8.93,0,Y,N,Y,,,,
Devil May Cry HD Collection,"Hack and Slash/Beat 'em up, Adventure","Action, Fantasy, Horror",Single Player,Third Person,Digital Download,Drive 2,Unplayed,3.91,127.75,14.71,,,,,,1,1,8.30,8.20,6.50,7.70,5.95,7.33,0,Y,N,Y,"Contains the folllowing:
• Devil May Cry
• Devil May Cry 2
• Devil May Cry 3: Dante's Awakening Special Edition",,,
Dex,"Platform, Role-playing (RPG), Adventure, Indie","Action, Science Fiction, Stealth, Open World",Single Player,Side View,Digital Download,Drive 4,Unplayed,3.27,23.57,5.56,,,,,,,0,6.90,6.90,7.40,6.20,6.84,6.85,,Y,N,N,,,,
Diablo II Resurrected,"Role-playing (RPG), Hack and Slash/Beat 'em up, Adventure","Action, Fantasy, Horror, Party","Single Player, Multiplayer, Co-operative",Bird view/Isometric,N/A,N/A,N/A,3.70,121.00,18.00,,,,,,,0,7.00,8.00,8.00,8.00,8.86,7.97,,N,N,Y,,,,
Die Young,"Simulator, Adventure, Indie","Action, Horror",Single Player,First Person,Digital Download,Drive 4,Unplayed,3.00,29.33,10.59,,,,,,,0,8.00,7.60,6.80,7.50,N/A,7.48,,Y,N,N,,,,
Digimon Story: Cyber Sleuth,"Role-playing (RPG), Strategy, Turn-based Strategy (TBS), Adventure","Action, Science Fiction",Single Player,Third Person,Playstation Plus,Drive 1,Unplayed,2.94,116.00,4.16,,,,,,,0,8.20,7.90,7.50,7.50,7.62,7.74,,Y,N,Y,,,,
Digimon Survive,"Role-playing (RPG), Simulator, Strategy, Turn-based Strategy (TBS), Adventure","Fantasy, Science Fiction, Survival",Single Player,Bird view/Isometric,N/A,N/A,Removed,2.94,137.32,6.81,,,,,,,0,6.00,7.00,7.60,7.00,N/A,6.90,,N,N,Y,Removed from PS+ after download.,,,
Digimon World: Next Order,"Role-playing (RPG), Simulator, Adventure","Action, Fantasy, Science Fiction, Sandbox, Open World",Single Player,Third Person,N/A,N/A,N/A,3.70,152.18,N/A,,,,,,,0,7.80,6.90,6.60,6.80,6.88,7.00,0,N,N,Y,,,,
DiRT Rally 2.0,"Racing, Simulator, Sport, Strategy","Action, Non-fiction","Single Player, Multiplayer","First Person, Third Person, Virtual Reality",N/A,N/A,N/A,4.13,151.00,95.00,,,,,,,0,8.50,8.10,8.30,8.40,8.48,8.36,,N,N,Y,,,,
Disco Elysium: The Final Cut,"Role-playing (RPG), Adventure, Indie","Thriller, Drama, Mystery",Single Player,Bird view/Isometric,N/A,N/A,Removed,3.15,46.50,16.30,,,,,,1,1,10.00,9.10,8.90,8.90,N/A,9.23,0,N,N,Y,Removed from PS+ after download.,,,
Disgaea 6: Complete,"Role-playing (RPG), Strategy, Tactical","Action, Fantasy, Comedy",Single Player,Bird view/Isometric,N/A,N/A,N/A,2.85,175.40,5.00,,,,,,,0,8.00,8.00,6.90,6.80,N/A,7.43,,N,N,Y,,,,
Disgaea 7: Vows of the Virtueless,"Role-playing (RPG), Strategy, Turn-based Strategy (TBS), Adventure","Action, Fantasy",Single Player,"Third Person, Bird view/Isometric",N/A,N/A,N/A,3.50,77.00,N/A,,,,,,,0,8.30,8.40,8.40,8.40,N/A,8.38,,N,N,Y,,,,
Disgaea V: Alliance of Vengence,"Role-playing (RPG), Simulator, Strategy, Tactical",Action,Single Player,Third Person,Playstation Plus,Drive 1,Unplayed,3.07,192.00,4.30,,,,,,,0,8.70,7.90,8.20,8.00,8.19,8.20,,Y,N,Y,,,,
Dishonored 2,"Shooter, Role-playing (RPG), Adventure","Action, Stealth",Single Player,First Person,Playstation Plus,Drive 1,Unplayed,3.13,46.00,53.68,1,,,,,,1,9.30,8.60,8.70,8.80,8.67,8.81,0,Y,N,N,,,,
Dishonored: Death of the Outsider,"Puzzle, Role-playing (RPG), Adventure","Action, Fantasy, Stealth",Single Player,First Person,Playstation Plus,Drive 1,Unplayed,2.96,18.00,29.35,,,,,,,0,8.40,8.20,8.20,8.20,8.23,8.25,0,Y,N,N,,,,
Dishonored: Definitive Edition,"Shooter, Adventure","Action, Stealth",Single Player,First Person,Playstation Plus,Drive 1,Unplayed,3.11,46.50,32.44,,,,,,1,1,8.00,8.00,7.80,8.00,7.99,7.96,0,Y,N,N,,,,
Disintegration,"Shooter, Strategy, Adventure","Action, Science Fiction","Single Player, Multiplayer, Co-operative",First Person,Digital Download,Drive 2,Unplayed,3.00,16.00,17.56,,,,,,,0,6.00,6.40,6.30,6.00,N/A,6.18,0,Y,N,N,,,,
Disjunction,"Shooter, Role-playing (RPG), Indie, Arcade","Action, Stealth",Single Player,Bird view/Isometric,Digital Download,Drive 1,Unplayed,4.00,10.85,0.77,,,,,,,0,2.00,5.90,6.90,6.70,N/A,5.38,,Y,N,N,,,,
Disney Dreamlight Valley,"Role-playing (RPG), Simulator, Adventure","Action, Fantasy",Single Player,Third Person,N/A,N/A,N/A,2.83,93.00,7.28,,,,,,,0,8.00,7.10,7.60,7.00,N/A,7.43,,N,Y,Y,,,,
Disney Epic Mickey: Rebrushed,"Platform, Adventure",Action,Single Player,Third Person,Playstation Plus,Drive 4,Unplayed,3.00,29.05,23.11,,,,,,,0,8.10,8.00,7.80,7.60,7.25,7.75,,Y,N,Y,,,,
Dissidia Final Fantasy NT Digital Deluxe Edition,"Fighting, Role-playing (RPG), Arcade","Action, Fantasy","Single Player, Multiplayer, Co-operative",Third Person,N/A,N/A,N/A,3.22,311.25,N/A,,,,,,,0,6.90,6.30,6.80,6.70,6.51,6.64,0,N,N,Y,,,,
DISTRAINT 2,"Puzzle, Adventure, Indie",Horror,Single Player,Side View,Digital Download,Drive 4,Unplayed,2.00,7.17,0.80,,,,,,,0,8.10,8.50,7.98,8.20,N/A,8.20,0,Y,N,N,,,,
Distrust,"Strategy, Adventure, Indie","Horror, Survival","Single Player, Multiplayer, Co-operative",Bird view/Isometric,N/A,N/A,N/A,4.11,47.40,N/A,,,,,,,0,5.00,8.00,6.90,7.50,6.92,6.86,,N,N,N,,,,
Divinity: Original Sin I - Enhanced Edition,"Role-playing (RPG), Strategy, Tactical, Adventure, Indie",Fantasy,"Single Player, Multiplayer, Co-operative, Split Screen","Third Person, Bird view/Isometric",Digital Download,Drive 4,Unplayed,3.86,108.00,8.88,,,,,,,0,9.00,9.00,8.80,8.80,8.79,8.88,,Y,N,Y,,,,
DMC Devil May Cry Definitive Edition,"Hack and Slash/Beat 'em up, Adventure",Action,Single Player,,Digital Download,Drive 2,Unplayed,2.97,45.00,18.31,,,,,,,0,8.90,8.50,8.40,8.30,8.40,8.50,,Y,N,Y,,,,
Dodgeball Academia,"Role-playing (RPG), Sport, Adventure, Indie, Arcade",Action,"Single Player, Multiplayer",Side View,N/A,N/A,Removed,3.00,13.00,1.09,,,,,,,0,7.50,8.50,7.70,7.80,N/A,7.88,0,N,N,Y,Removed from PS+ after download.,,,
Dollhouse,"Puzzle, Adventure, Indie","Action, Horror, Survival","Single Player, Multiplayer, Co-operative",First Person,Digital Download,Drive 4,Unplayed,3.36,8.48,6.08,,,,,,,0,3.00,6.50,5.10,4.10,N/A,4.68,,Y,N,N,,,,
Dolmen,"Role-playing (RPG), Adventure","Action, Science Fiction","Single Player, Co-operative",Third Person,Digital Download,Drive 2,Unplayed,4.25,23.90,17.61,,,,,,,0,4.00,5.00,5.80,6.00,N/A,5.20,0,Y,N,Y,,,,
Don Bradman Cricket 14,"Simulator, Sport, Indie",,"Single Player, Multiplayer, Co-operative",,Physical Media,Drive 1,Unplayed,3.50,31.50,2.27,,,,,,,0,6.80,8.00,7.80,7.30,7.52,7.48,0,Y,N,N,,,,
Donut County,"Puzzle, Adventure, Indie","Comedy, Kids",Single Player,Bird view/Isometric,N/A,N/A,N/A,1.73,4.68,N/A,,,,,,,0,7.80,8.00,7.60,7.50,7.66,7.71,,N,N,N,,,,
Doom (2016),"Shooter, Puzzle","Action, Science Fiction, Horror","Single Player, Multiplayer, Co-operative",First Person,Playstation Plus,Drive 2,Unplayed,3.32,27.00,78.55,1,,,,,,1,7.10,8.70,8.60,7.90,8.56,8.17,0,Y,N,Y,,,,
DOOM + DOOM II,"Shooter, Arcade","Action, Science Fiction, Horror","Single Player, Multiplayer, Co-operative, Split Screen",First Person,Digital Download,Drive 2,Unplayed,3.40,26.00,2.08,,,,,,,0,8.80,9.00,8.30,7.80,N/A,8.48,,Y,N,N,,,,
DOOM 3,Shooter,"Action, Horror, Survival","Single Player, Multiplayer",First Person,Playstation Plus,Drive 2,Unplayed,3.33,17.00,15.73,,,,,,,0,8.90,9.00,N/A,8.70,8.17,8.69,,Y,N,N,,,,
Dragon Age: Inquisition,"Role-playing (RPG), Tactical, Adventure","Action, Fantasy, Historical, Open World","Single Player, Multiplayer, Co-operative","Third Person, Bird view/Isometric",Digital Download,Drive 2,Unplayed,3.01,148.00,48.31,,,,1,,,1,8.80,8.80,8.80,8.50,8.94,8.77,0,Y,N,Y,,,,
Dragon Ball Z Kakarot,"Role-playing (RPG), Hack and Slash/Beat 'em up, Adventure","Action, Fantasy, Science Fiction","Single Player, Multiplayer","Third Person, Bird view/Isometric",N/A,N/A,Removed,2.89,56.00,71.84,,,,,,,0,7.00,7.80,7.40,7.30,N/A,7.38,,N,N,Y,Removed from PS+ after download.,,,
Dragon Marked for Death,"Role-playing (RPG), Adventure","Action, Fantasy","Single Player, Co-operative",Side View,N/A,N/A,N/A,4.00,110.85,N/A,,,,,,,0,N/A,6.70,6.90,6.90,N/A,6.83,,N,N,Y,,,,
Dragon Quest Builders,"Role-playing (RPG), Adventure","Action, Fantasy, Sandbox, Open World","Single Player, Multiplayer",Third Person,N/A,N/A,N/A,2.89,145.28,N/A,,,,,,,0,8.90,8.20,8.30,8.30,8.37,8.41,,N,N,Y,,,,
Dragon Quest Builders 2,"Role-playing (RPG), Adventure","Action, Sandbox, Open World","Single Player, Multiplayer, Co-operative",Third Person,N/A,N/A,N/A,2.73,214.08,N/A,,,,,,,0,8.80,8.50,8.50,8.60,8.52,8.58,,N,N,Y,,,,
Dragon Quest Heroes: The World Tree's Woe and the Blight Below,"Role-playing (RPG), Hack and Slash/Beat 'em up","Action, Fantasy",Single Player,Third Person,N/A,N/A,N/A,2.95,86.03,23.00,,,,,,,0,6.20,7.80,7.70,7.70,7.81,7.44,,N,N,Y,,,,
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,"Role-playing (RPG), Adventure","Action, Fantasy",Single Player,"Third Person, Bird view/Isometric",N/A,N/A,Removed,3.10,131.00,30.56,,,,,,,0,8.80,9.20,8.80,9.10,8.85,8.95,0,N,N,Y,Removed from PS+ after download.,,,
